URL,Title,Location,Price,Bedrooms,Bathrooms,Area,PropertyType
https://www.mawa.om/en/rent/spacious-apartment-in-shatti-al-qurum-ref-693am-1722847840-5212,Spacious Apartment in Shatti Al Qurum | REF 693AM,"Shatti Al Qurum, Muscat, Oman",425 OMR,2,2,,Apartment
https://www.mawa.om/en/rent/office-space-available-near-grand-hyatt-qurum-for-rent-1644911665-7751,Office Space available near Grand Hyatt Qurum FOR RENT,"Shatti Al Qurum, Muscat, Oman","1,600 OMR",,,,Office Space
https://www.mawa.om/en/rent/furnished-office-space-in-maktabi-business-center-wattayah-for-rent-1644911646-6886,Furnished Office Space in Maktabi Business Center Wattayah FOR RENT,"Wattayyah, Muscat, Oman",375 OMR,,,,Office Space
https://www.mawa.om/en/rent/budget-apartment-for-rent-in-al-maabilah-ref-27ic-1747204350-4894,Budget Apartment for Rent in Al Maabilah| REF 27iC,"Al Maabilah, Muscat, Oman",200 OMR,3,3,,Apartment
https://www.mawa.om/en/rent/for-rent-warehouse-store-in-al-wadi-al-kabeer-1603964053-6446,For rent Warehouse (Store) In Al wadi Al Kabeer,"Al Wadi Al Kabir, Muscat, Oman","1,700 OMR",,,1219 sqr mtr,Warehouse
https://www.mawa.om/en/rent/193-sq-m-smart-office-in-bausher-1704006283-781,193 SQ M Smart Office in Bausher,"Bawshar, Muscat, Oman","1,544 OMR",,,,Office Space
https://www.mawa.om/en/rent/3-desk-office-space-in-business-centre-close-to-muscat-hills-1704006554-5145,3 Desk Office Space in Business Centre close to Muscat Hills,"Al Mawaleh, Muscat, Oman",320 OMR,,,,Office Space
https://www.mawa.om/en/rent/luxury-apartment-for-rent-in-al-mouj-ref-188gb-1722847324-5193,Luxury Apartment for Rent in Al Mouj |REF 188GB,"Al Mouj, Muscat, Oman",650 OMR,2,2,,Apartment
https://www.mawa.om/en/rent/fantastic-town-house-for-rent-in-al-qurum-heights-ref-746kh-1722845616-9588,Fantastic Town House For Rent In Al Qurum Heights| REF 746KH,"Qurum, Muscat, Oman","1,100 OMR",3+1,4,,Villa
https://www.mawa.om/en/rent/4-br-maids-room-villa-in-al-hail-north-with-large-garden-1738487829-8615,4 BR + Maid’s Room Villa in Al Hail North with Large Garden,"Al Hail, Muscat, Oman",500 OMR,4,5,,Villa
https://www.mawa.om/en/rent/great-apartment-for-rent-in-shatti-al-qurum-ref-948bm-1736068779-1907,Great Apartment for Rent in Shatti Al Qurum | REF 948BM,"Shatti Al Qurum, Muscat, Oman",400 OMR,,,,Apartment
https://www.mawa.om/en/rent/newly-constructed-twin-villa-for-rent-in-azaiba-ref-982mb-1745227762-3978,Newly constructed Twin- Villa for Rent in Azaiba| REF 982MB,"Azaiba, Muscat, Oman","1,300 OMR",4,5,,Twin Villa
https://www.mawa.om/en/rent/for-rent-villa-in-al-ghubara-1607427212-9983,For Rent Villa In Al Ghubara,"Ghubrah South, Muscat, Oman",450 OMR,3,4,250 sqr mtr,Villa
https://www.mawa.om/en/rent/luxurious-townhouse-for-rent-in-madinat-illam-ref-754tb-1739697918-6738,Luxurious Townhouse for Rent in Madinat illam | REF 754TB,"Madinat al Ilam, Muscat, Oman","1,450 OMR",5,7,,Villa
https://www.mawa.om/en/rent/spacious-townhousefor-rent-in-bosher-al-muna-ref-960yb-1744527352-7810,Spacious Townhousefor Rent in Bosher (Al Muna)| REF 960YB,"Bawshar, Muscat, Oman","2,000 OMR",7,9,300 sqr mtr,Townhouse
https://www.mawa.om/en/rent/penthouse-apartment-for-rent-in-al-ansab-ref-58bc-1750232584-3883,Penthouse Apartment for Rent in Al Ansab| REF 58BC,"Ansab, Muscat, Oman",400 OMR,2,2,,Apartment
https://www.mawa.om/en/rent/400-sqm-office-space-for-rent-qurum-1729061833-1086,400 SQM Office Space for Rent – Qurum,"Qurum, Muscat, Oman","2,400 OMR",,,,Office Space
https://www.mawa.om/en/rent/office-space-available-for-rent-in-ghala-1685592637-9585,Office Space Available for Rent in Ghala,"Ghala, Muscat, Oman",320 OMR,,,,Office Space
https://www.mawa.om/en/rent/hatat-complex-a-b-muscat-three-bedroom-apartments-1634388499-8473,3 Bedroom Apartment for rent in Wattayya Hatat Complex,"Wattayyah, Muscat, Oman",600 OMR,3,3,,Apartment
https://www.mawa.om/en/rent/fitted-office-for-rent-in-al-qurum-ref-862ga-1722846352-6479,Fitted Office For Rent In AL Qurum | REF 862GA,"Qurum, Muscat, Oman",400 OMR,,,,Commercial
https://www.mawa.om/en/rent/378-sqm-prime-ground-floor-office-shatti-al-qurum-1744723483-2223,378 SQM Prime Ground Floor Office – Shatti Al Qurum,"Shatti Al Qurum, Muscat, Oman","2,500 OMR",,,,Office Space
https://www.mawa.om/en/rent/brand-new-showroom-office-and-apartment-for-rent-in-ghala-ref-341sb-1722847567-6673,"Brand New Showroom, Office, and Apartment for Rent in Ghala |REF 341SB","Ghala, Muscat, Oman","1,500 OMR",,,,Whole Building
https://www.mawa.om/en/rent/apartment-for-rent-in-al-qurum-ref-200bb-1722847371-6638,Apartment for Rent in Al Qurum | REF 200BB,"Qurum, Muscat, Oman",325 OMR,2,2,,Apartment
https://www.mawa.om/en/rent/industrial-land-for-rent-in-al-russail-ref-463yb-1722847785-850,Industrial Land for Rent in Al Russail |REF 463YB,"Al Rusayl, Muscat, Oman","5,600 OMR",,,,Land
https://www.mawa.om/en/rent/7-br-1-maids-room-spacious-villa-for-rent-in-azaiba-1734323831-7152,7 BR + 1 Maid’s Room Spacious Villa for Rent in Azaiba,"Azaiba, Muscat, Oman","2,200 OMR",7,7,,Villa
https://www.mawa.om/en/rent/4-br-maids-room-wonderful-villa-al-ansab-1744788116-4315,4 BR + Maid’s Room Wonderful Villa – Al Ansab,"Ansab, Muscat, Oman",500 OMR,4,5,,Villa
https://www.mawa.om/en/rent/two-bedroom-apartment-marsa-gardens-al-mouj-1708254969-8682,"Two bedroom apartment, Marsa Gardens, Al Mouj","Al Mouj, Muscat, Oman",600 OMR,2,2,,Apartment
https://www.mawa.om/en/rent/townhouse-in-al-illam-gardens-compound-ref-445sh-1722847680-2783,Townhouse for rent in Madinate Al Illam | REF 445SH,"Madinat al Ilam, Muscat, Oman",700 OMR,4,5,,Villa
https://www.mawa.om/en/rent/2bhk-flat-for-rent-in-azaiba-1685593294-3903,2BHK Flat for Rent in Azaiba,"Azaiba, Muscat, Oman",250 OMR,2,2,,Apartment
https://www.mawa.om/en/rent/2-bedroom-deluxe-apartment-with-gym-swimming-pool-tennis-court-squash-court-play-area-split-air-conditioning-and-kitchen-appliances-1613979208-8267,"2 bedroom deluxe apartment for rent with Gym, swimming pool in Humriyah, Muscat, Oman","Al Hamriyah, Muscat, Oman",500 OMR,2,3,180.00 sqr mtr,Apartment
https://www.mawa.om/en/rent/3-1-br-beautiful-villa-for-rent-al-hail-1717507546-3553,3 + 1 BR Beautiful Villa for Rent – Al Hail,"Al Hail, Muscat, Oman",550 OMR,4,5,,Villa
https://www.mawa.om/en/rent/4-br-maids-room-nice-villa-with-garden-in-madinat-qaboos-1744791630-1470,4 BR + Maid’s Room Nice Villa with Garden in Madinat Qaboos,"Madinat As Sultan Qaboos, Muscat, Oman",700 OMR,4,2,,Villa
https://www.mawa.om/en/rent/furnished-apartment-for-rent-in-al-khuwair-ref-967ib-1744869843-2424,Furnished Apartment for Rent in Al Khuwair | REF 967iB,"Al Khuwair, Muscat, Oman",260 OMR,Open space,1,,Apartment
https://www.mawa.om/en/rent/stunning-townhouse-for-rent-in-bosher-ref-678tb-1732026604-2632,Stunning Townhouse for Rent in Bosher | REF 678TB,"Bawshar Al Muna, Muscat, Oman",750 OMR,3,4,300 sqr mtr,Villa
https://www.mawa.om/en/rent/for-rent-flat-in-bousher-1607354449-754,For Rent Flat In Bousher,"Bawshar, Muscat, Oman",180 OMR,1,2,70 sqr mtr,Apartment
https://www.mawa.om/en/rent/spacious-apartment-for-rent-in-azaiba-ref-993ib-1745824081-259,Spacious Apartment for Rent in Azaiba | REF 993iB,"Azaiba, Muscat, Oman",420 OMR,3,5,,Apartment
https://www.mawa.om/en/rent/great-apartment-for-rent-in-al-qurum-ref-818yb-1732696172-9154,Great Apartment for Rent in Al Qurum | REF 818YB,"Qurum, Muscat, Oman",400 OMR,,,,Apartment
https://www.mawa.om/en/rent/1-br-brand-new-apartment-in-juman-2-with-terrace-1723985411-5941,1 BR Brand New Apartment in Juman 2 with Terrace,"Al Mouj, Muscat, Oman",700 OMR,1,2,,Apartment
https://www.mawa.om/en/rent/ref1101-luxurious-well-designed-fully-equipped-furnished-1bhk-apartment-available-for-rent-in-muscat-hills-at-boulevard-tower-1716447888-6389,#REF1101  Luxurious well designed fully equipped Furnished 1BHK Apartment available for Rent In Muscat Hills at Boulevard Tower,"Muscat Hills, Muscat, Oman",550 OMR,1,2,,Apartment
https://www.mawa.om/en/rent/spacious-standalone-villa-for-rent-in-al-azaiba-ref-417bb-1722847697-2732,Spacious Standalone Villa for Rent in Al Azaiba | REF 417BB,"Azaiba, Muscat, Oman",800 OMR,3+1,5,,Villa
https://www.mawa.om/en/rent/hotel-apartment-for-rent-in-ghala-ref-9ic-1746436034-5132,Hotel Apartment for Rent in Ghala | REF 9iC,"Ghala, Muscat, Oman",840 OMR,studio,1,,Apartment
https://www.mawa.om/en/rent/commercial-showroom-for-rent-in-bosher-ref-48yc-1749553212-2046,Commercial Showroom for Rent in Bosher| REF 48YC,"Bawshar, Muscat, Oman","2,500 OMR",,,250 sqr mtr,Showroom
https://www.mawa.om/en/rent/2-br-luxury-fully-furnished-apartment-mgm-1744722525-9730,2 BR Luxury Fully Furnished Apartment | MGM,,"1,500 OMR",2,3,,Villa
https://www.mawa.om/en/rent/penthouse-apartment-for-rent-in-mq-ref-892ib-1738649720-6379,Penthouse Apartment for Rent in MQ | REF 892iB,"Madinat As Sultan Qaboos, Muscat, Oman",975 OMR,3,3,,Apartment
https://www.mawa.om/en/rent/1-br-wonderful-apartment-al-mouj-with-shared-pool-1744788974-2719,1 BR Wonderful Apartment – Al Mouj with Shared Pool,"Al Mouj, Muscat, Oman",500 OMR,1,2,,Apartment
https://www.mawa.om/en/rent/400sqm-commercial-space-for-rent-in-al-masfah-1686661364-9543,400sqm Commercial Space for Rent in Al Masfah,,800 OMR,,,,Office Space
https://www.mawa.om/en/rent/modern-six-bedrooms-twin-villa-al-hail-1720444304-6170,"Modern six-bedrooms twin villa, Al Hail","Al Hail North, Muscat, Oman",500 OMR,6,7,,Twin Villa
https://www.mawa.om/en/rent/2-bhk-in-al-khuwair-easy-access-to-resturants-groceries-good-location-1594831673-4022,2 bhk in al khuwair easy access to resturants & groceries (good location),"Al Khuwair, Muscat, Oman",300 OMR,2,2,1 sqr mtr,Apartment
https://www.mawa.om/en/rent/six-bedroom-villa-shatti-al-qurum-1693225604-8765,"Six bedroom villa , Shatti Al Qurum","Shatti Al Qurum, Muscat, Oman","2,000 OMR",6,5,,Villa
https://www.mawa.om/en/rent/stand-alone-5br-villa-with-big-front-yard-and-shaded-parking-available-for-rent-in-azaiba-1716447930-8176,Stand Alone 5BR Villa with big front yard and shaded parking available for rent in Azaiba,"Azaiba, Muscat, Oman","1,000 OMR",5,5,,Villa
https://www.mawa.om/en/rent/modern-townhouse-for-rent-in-bosher-ref-361gb-1722847606-1834,Modern Townhouse for Rent in Bosher | REF 361GB,"Bawshar, Muscat, Oman",700 OMR,5,5,,Villa
https://www.mawa.om/en/rent/4-br-amazing-villa-with-front-yard-garden-ghubra-1744722032-3286,4 BR Amazing Villa with Front Yard Garden – Ghubra,,"1,000 OMR",4,3,,Villa
https://www.mawa.om/en/rent/furnished-apartment-for-rent-in-al-mouj-ref-755ib-1730359371-9768,Furnished Apartment for Rent in Al Mouj | REF 755iB,"Al Mouj, Muscat, Oman","1,750 OMR",3,4,,Apartment
https://www.mawa.om/en/rent/for-rent-open-spaces-in-al-qurum-1607170199-5767,For Rent Open Spaces In Al Qurum,"Qurum, Muscat, Oman",815 OMR,Open space,2,220 sqr mtr,Office Space
https://www.mawa.om/en/rent/commercial-building-available-for-rent-in-alkhuwair-1685538321-758,Commercial Building available for Rent in Alkhuwair,"Al Khuwair, Muscat, Oman",390 OMR,,,139 sqr mtr,Office Space
https://www.mawa.om/en/rent/2-br-large-flat-in-khuwair-service-road-1724215976-9809,2 BR Large Flat in Khuwair Service Road,"Al Khuwair, Muscat, Oman",260 OMR,2,2,,Apartment
https://www.mawa.om/en/rent/beautiful-spacious-2bhk-furnished-apartment-for-rent-in-al-azaiba-1716447739-3855,Beautiful & Spacious 2BHK Furnished Apartment for Rent In Al Azaiba,"Azaiba, Muscat, Oman",360 OMR,2,3,,Apartment
https://www.mawa.om/en/rent/one-bedroom-fully-furnished-apartment-the-links-muscat-hills-1720444368-152,"One bedroom fully furnished apartment, The Links, Muscat Hills","Muscat Hills, Muscat, Oman",350 OMR,1,1,,Apartment
https://www.mawa.om/en/rent/office-space-for-rent-in-ghala-ref-835mb-1733818480-5436,Office Space for Rent in Ghala |REF 835MB,"Ghala, Muscat, Oman",5 OMR,,,97 sqr mtr,Office Space
https://www.mawa.om/en/rent/apartment-for-rent-in-ghala-1604477137-2603,"2 BHK Apartment for rent in Ghala, Muscat, Oman","Ghala, Muscat, Oman",250 OMR,2,2,109 sqr mtr,Apartment
https://www.mawa.om/en/rent/luxury-apartment-for-rent-in-al-mouj-ref-799ma-1-1752734256-1115,Luxury Apartment for Rent in Al Mouj | REF 799MA-1,"Al Mouj, Muscat, Oman",700 OMR,2,2,,Apartment
https://www.mawa.om/en/rent/oman-residence-al-khuwair-muscat-three-bedroom-apartments-1644907342-4669,"Oman Residence, Al Khuwair, Muscat, Three bedroom apartments","Al Khuwair, Muscat, Oman",500 OMR,3,3,,Apartment
https://www.mawa.om/en/rent/1-br-cozy-apartment-for-rent-in-al-mouj-ocean-view-1738487724-3992,1 BR Cozy Apartment for Rent in Al Mouj – Ocean View,"Al Mouj, Muscat, Oman",500 OMR,1,1,,Apartment
https://www.mawa.om/en/rent/5-bedrooms-pool-villa-for-rent-750-only-in-madinat-al-ilam-1685538098-4779,5 Bedrooms + Pool Villa for Rent-750 Only In Madinat Al Ilam,"Madinat al Ilam, Muscat, Oman",675 OMR,5,5,,Villa
https://www.mawa.om/en/rent/type-b12-two-bedroom-plus-study-apartment-liwan-al-mouj-muscat-1720444200-3324,"Type B12, Two bedroom plus study  apartment, Liwan, Al Mouj Muscat","Al Mouj, Muscat, Oman",700 OMR,3,3,,Apartment
https://www.mawa.om/en/rent/new-modern-townhouse-for-rent-in-bosher-ref-928tb-1741852363-2956,New Modern Townhouse for Rent in Bosher | REF 928TB,"Bawshar, Muscat, Oman",750 OMR,3,4,,Townhouse
https://www.mawa.om/en/rent/for-rent-townhouse-in-al-mouj-1604403359-9572,For Rent Townhouse In Al Mouj,"Al Mouj, Muscat, Oman",650 OMR,2,3,120 sqr mtr,Townhouse
https://www.mawa.om/en/rent/beautiful-4brmaidroom-villa-for-rent-in-muscat-bay-1685591039-4309,Beautiful 4BR+Maidroom Villa for Rent in Muscat Bay,"Muscat Bay, Muscat, Oman","1,400 OMR",4,6,422.24 sqr mtr,Villa
https://www.mawa.om/en/rent/beautiful-four-bedroom-twin-villa-in-madinat-qaboos-1623070957-3629,Beautiful four bedroom twin villa in Madinat Qaboos,"Madinat As Sultan Qaboos, Muscat, Oman",675 OMR,4,5,,Villa
https://www.mawa.om/en/rent/2-br-maids-room-simplex-apartment-madinat-sultan-qaboos-1744789099-5532,"2 BR + Maid’s Room Simplex Apartment, Madinat Sultan Qaboos","Madinat As Sultan Qaboos, Muscat, Oman",650 OMR,2,3,,Apartment
https://www.mawa.om/en/rent/luxury-5-bedrooms-maid-room-villa-for-rent-in-madinat-al-ilam-1685591361-9126,Luxury 5 Bedrooms + Maid Room Villa with sea view for Rent In Madinat al Ilam,"Madinat al Ilam, Muscat, Oman","1,800 OMR",5,6,,Villa
https://www.mawa.om/en/rent/ground-floor-flat-for-rent-in-al-qurum-29-ref-856mb-1734863281-5879,Ground Floor Flat for Rent in Al Qurum 29 | REF 856MB,"Qurum 29, Muscat, Oman",300 OMR,2,2,100 sqr mtr,Apartment
https://www.mawa.om/en/rent/aseel-complex-five-bedroom-villa-madinat-qaboos-1678597553-9507,"Aseel Complex, five bedroom villa, Madinat Qaboos","Madinat As Sultan Qaboos, Muscat, Oman","1,000 OMR",5,6,,Villa
https://www.mawa.om/en/rent/five-bedroom-furnished-villa-with-pool-azaiba-1680591647-6927,"Five bedroom furnished villa with pool , Azaiba","Azaiba, Muscat, Oman","3,800 OMR",5,6,,Villa
https://www.mawa.om/en/rent/four-bedroom-furnished-townhouse-with-sea-views-in-barr-jissah-1747571419-5668,Four Bedroom Furnished Townhouse with Sea Views in Barr Jissah,"Barr Al Jissah, Muscat, Oman","1,200 OMR",4,4,,Villa
https://www.mawa.om/en/rent/gorgeous-townhouse-for-rent-in-al-azaiba-ref-875yb-1736319416-2731,Gorgeous Townhouse for Rent in Al Azaiba | REF 875YB,"Azaiba, Muscat, Oman",750 OMR,5,5,,Townhouse
https://www.mawa.om/en/rent/2-desk-office-for-rent-qurum-1744723503-5154,2-Desk Office for Rent – Qurum,"Qurum, Muscat, Oman",250 OMR,,,,Office Space
https://www.mawa.om/en/rent/type-b02-apartment-marsa-one-al-mouj-muscat-1680591606-6607,"Type B02 apartment, Marsa One, Al Mouj, Muscat","Al Mouj, Muscat, Oman",900 OMR,2,2,,Apartment
https://www.mawa.om/en/rent/2-br-fully-furnished-apartment-in-muscat-grand-mall-1734323743-8737,2 BR Fully Furnished Apartment in Muscat Grand Mall,,700 OMR,2,2,,Apartment
https://www.mawa.om/en/rent/400-sqm-office-space-qurum-nearby-amenities-1727766985-5002,400 SQM Office Space – Qurum – Nearby Amenities,"Qurum, Muscat, Oman","1,400 OMR",,,,Office Space
https://www.mawa.om/en/rent/beautiful-4brmaidroom-villa-with-pool-for-rent-in-seeb-1685592596-9391,Beautiful 4BR+maidroom Villa with Pool for  Rent in Seeb,"Seeb, Muscat, Oman",450 OMR,4,5,,Villa
https://www.mawa.om/en/rent/2-bedroom-apartment-for-rent-in-athaiba-tamara-bulidng-1685538091-3258,2 Bedroom Apartment For Rent In Athaiba Tamara Bulidng,"Azaiba, Muscat, Oman",250 OMR,2,2,,Apartment
https://www.mawa.om/en/rent/fully-furnished-apartment-for-rent-in-al-mouj-ref-46yc-1749040367-5143,Fully Furnished Apartment for Rent in Al Mouj| REF 46YC,"Al Mouj, Muscat, Oman",700 OMR,2,2,,Apartment
https://www.mawa.om/en/rent/1-br-apartments-in-duqm-for-rent-1717506264-4738,1 BR Apartments In Duqm for Rent,,160 OMR,1,1,,Apartment
https://www.mawa.om/en/rent/three-bedroom-triad-a1-phase-2-al-mouj-muscat-1683693196-9952,"Three bedroom Triad A1, Phase 2, Al Mouj, Muscat","Al Mouj, Muscat, Oman","1,450 OMR",3,,,Villa
https://www.mawa.om/en/rent/1-2-bhk-apartment-for-rent-in-qurum-1685539847-7465,1 & 2 BHK Apartment for Rent in Qurum,,225 OMR,1,1,80 sqr mtr,Apartment
https://www.mawa.om/en/rent/marvelous-villa-for-rent-in-muscat-bay-ref-535tb-1722847934-2746,Marvelous Villa for Rent in Muscat Bay | REF 535TB,"Muscat Bay, Muscat, Oman","1,500 OMR",3+1,3,,Villa
https://www.mawa.om/en/rent/fully-modern-elegant-villa-for-rent-in-qurum-near-by-pdo-1685589079-8332,Fully modern elegant villa for rent in qurum near by P.D.O,,750 OMR,4,5,350 sqr mtr,Villa
https://www.mawa.om/en/rent/2-bedroom-apartments-for-rent-near-school-of-al-khuwair-1685539878-7481,2 Bedroom Apartments For Rent Near School Of Al Khuwair,"Al Khuwair, Muscat, Oman",275 OMR,2,2,90 sqr mtr,Apartment
https://www.mawa.om/en/rent/marvelous-twin-villa-for-rent-in-al-ansab-ref-565mb-1723532810-6278,Marvelous Twin Villa for Rent in Al Ansab | REF 565MB,"Ansab, Muscat, Oman",550 OMR,4+1,5,,Villa
https://www.mawa.om/en/rent/4-1-br-stunning-villa-for-in-ghubra-1722847470-676,4 + 1 BR Stunning Villa for in Ghubra,,900 OMR,4,5,,Villa
https://www.mawa.om/en/rent/for-rent-flat-in-al-ghubra-1603961265-9945,"For Rent Flat In Al-ghubra, Muscat","Ghubrah, Muscat, Oman",250 OMR,2,2,120 sqr mtr,Apartment
https://www.mawa.om/en/rent/three-bedroom-ras-al-hadd-townhouse-al-mouj-muscat-1698731194-2036,"Three bedroom Ras Al Hadd Townhouse, Al Mouj Muscat","Al Mouj, Muscat, Oman",900 OMR,3,3,,Townhouse
https://www.mawa.om/en/rent/2-br-excellent-apartment-in-ruwi-1730785588-5521,2 BR Excellent Apartment in Ruwi,"Ruwi, Muscat, Oman",280 OMR,2,3,,Apartment
https://www.mawa.om/en/rent/stunning-detached-seven-bedroom-villa-azaiba-muscat-1698731306-6243,"Stunning detached seven bedroom villa |Azaiba, Muscat","Azaiba, Muscat, Oman","1,200 OMR",7,6,,Villa
https://www.mawa.om/en/rent/office-space-for-rent-in-shatti-al-qurum-ref-568bb-1723614713-9278,Office Space for Rent in Shatti Al Qurum |REF 568BB,,"3,000 OMR",,4,,Commercial
https://www.mawa.om/en/rent/furnished-one-bedroom-apartment-muscat-bay-1683693176-4490,"Furnished one bedroom apartment, Muscat Bay","Muscat Bay, Muscat, Oman",625 OMR,1,1,,Apartment
https://www.mawa.om/en/rent/895-sqm-vibrant-office-spaces-in-azaiba-1729659305-3436,895 SQM Vibrant Office Spaces in Azaiba,"Azaiba, Muscat, Oman","4,680 OMR",,,,Office Space
https://www.mawa.om/en/rent/amazing-villa-for-rent-in-al-qurum-ref-789am-1744806178-1177,Amazing Villa for Rent in Al Qurum | REF 789AM,"Qurum, Muscat, Oman","1,300 OMR",5,7,,Villa
https://www.mawa.om/en/rent/beautiful-four-bedroom-villa-in-muscat-hills-1722754696-9301,Beautiful Four Bedroom Villa In Muscat Hills,"Muscat Hills, Muscat, Oman","1,250 OMR",4,4,,Villa
https://www.mawa.om/en/rent/2-br-cozy-apartment-in-al-khuwair-with-pool-gym-1730785393-1851,2 BR Cozy Apartment in Al Khuwair with Pool & Gym,"Al Khuwair, Muscat, Oman",350 OMR,2,2,,Apartment
https://www.mawa.om/en/rent/commercial-villa-for-rent-in-al-azaiba-ref-291me-1722846040-6150,Commercial Villa for Rent in Al Azaiba | REF 291ME,"Azaiba, Muscat, Oman","1,000 OMR",,,,Commercial
https://www.mawa.om/en/rent/golf-view-4brmaidroom-villa-for-rent-in-muscat-hills-1685591521-343,Golf View 4BR+Maidroom Villa for Rent in Muscat Hills,"Muscat Hills, Muscat, Oman","1,100 OMR",4,5,,Villa
https://www.mawa.om/en/rent/type-b06-two-bedroom-fully-furnished-apartment-siraj-al-mouj-muscat-1720444416-7639,"Type B06, Two Bedroom Fully Furnished Apartment, Siraj, Al Mouj Muscat","Al Mouj, Muscat, Oman",700 OMR,2,2,,Apartment
https://www.mawa.om/en/rent/1-br-fantastic-apartment-in-al-mouj-with-amenities-1744723335-6667,1 BR Fantastic Apartment in Al Mouj with Amenities,"Al Mouj, Muscat, Oman",650 OMR,1,2,,Apartment
https://www.mawa.om/en/rent/2-br-nice-apartment-in-al-mouj-with-amenities-1744788280-2770,2 BR Nice Apartment in Al Mouj with Amenities,"Al Mouj, Muscat, Oman",650 OMR,2,2,,Apartment
https://www.mawa.om/en/rent/commercial-villa-for-rent-in-al-aziba-ref-746ya-1722847528-1162,Commercial Villa for Rent in AL Aziba| REF 746YA,"Azaiba, Muscat, Oman","2,500 OMR",,,,Commercial
https://www.mawa.om/en/rent/budget-apartment-for-rent-in-al-qurum-ref-951tb-1744114946-2352,Budget Apartment for Rent in Al Qurum| REF 951TB,"Qurum, Muscat, Oman",270 OMR,2,2,,Apartment
https://www.mawa.om/en/rent/commercial-villa-for-rent-in-al-qurum-ref-676me-1736257947-7358,Commercial Villa for Rent in Al Qurum |REF 676ME,"Qurum, Muscat, Oman","1,350 OMR",5,5,300 sqr mtr,Commercial Villa
https://www.mawa.om/en/rent/elegant-twin-villa-for-rent-in-al-ansab-ref-72ma-1722847963-1478,Elegant Twin Villa for Rent in Al Ansab| REF 72MA,"Ansab, Muscat, Oman",700 OMR,11,12,,Villa
https://www.mawa.om/en/rent/cozy-apartment-for-rent-in-al-khuwair-ref-450bb-1722847751-3410,Cozy Apartment for Rent in Al Khuwair | REF 450BB,"Al Khuwair, Muscat, Oman",220 OMR,1,1,,Apartment
https://www.mawa.om/en/rent/440-sqm-great-office-spaces-in-azaiba-1729659400-124,440 SQM Great Office Spaces in Azaiba,"Azaiba, Muscat, Oman","2,310 OMR",,,,Office Space
https://www.mawa.om/en/rent/modern-business-centre-space-1612880915-5111,Modern Business Centre Space,,129 OMR,,,,Office Space
https://www.mawa.om/en/rent/excellent-townhouse-for-rent-in-al-qurum-ref-472tb-1722847797-8749,Excellent Townhouse for Rent in Al Qurum | REF 472TB,"Qurum, Muscat, Oman",550 OMR,4,5,,Villa
https://www.mawa.om/en/rent/commercial-twin-villa-for-rent-in-al-mawaleh-south-ref-461yb-1716205173-8852,Commercial Twin Villa for Rent in Al Mawaleh South | REF 461YB,"Al Mawaleh South, Muscat, Oman","1,200 OMR",7,6,300 sqr mtr,Commercial Villa
https://www.mawa.om/en/rent/2a-type-two-bedroom-apartment-in-almeria-south-al-mouj-muscat-1682405580-9738,"2A Type, Two bedroom apartment in Almeria South, Al Mouj Muscat","Al Mouj, Muscat, Oman",600 OMR,2,2,,Apartment
https://www.mawa.om/en/rent/1-br-stylish-apartment-with-partial-sea-view-al-mouj-1745130756-7666,1 BR Stylish Apartment with Partial Sea View – Al Mouj,"Al Mouj, Muscat, Oman",600 OMR,1,2,,Apartment
https://www.mawa.om/en/rent/2-br-nice-apartment-in-ruwi-for-rent-1722847308-3461,2 BR Nice Apartment in Ruwi for Rent,"Ruwi, Muscat, Oman",230 OMR,2,2,,Apartment
https://www.mawa.om/en/rent/1-br-great-apartment-in-al-khuwair-1725970078-1672,1 BR Great Apartment in Al Khuwair,"Al Khuwair, Muscat, Oman",225 OMR,1,2,,Apartment
https://www.mawa.om/en/rent/shops-for-rent-in-al-amerat-ref-506tb-1722847860-6958,Shops for Rent in Al Amerat |REF 506TB,"Al Amarat, Muscat, Oman",684 OMR,,,,Commercial
https://www.mawa.om/en/rent/brand-new-shop-for-rent-in-azaiba-ref-936mb-1742801211-235,Brand New Shop for Rent in Azaiba| REF 936MB,"Azaiba, Muscat, Oman",650 OMR,,,53.5 sqr mtr,Shop
https://www.mawa.om/en/rent/office-space-for-rent-in-bosher-ref-579tb-1723985437-262,Office Space for Rent in Bosher |REF 579TB,"Bawshar, Muscat, Oman","1,200 OMR",,1,,Commercial
https://www.mawa.om/en/rent/luxurious-apartment-for-rent-in-madinat-assultan-qaboos-ref-762kh-1722846340-3268,Luxurious Apartment for Rent in Madinat ASSultan Qaboos | REF 762KH,,600 OMR,2+1,2,,Apartment
https://www.mawa.om/en/rent/commercial-spaces-for-rent-in-ghala-ref-559yb-1747807143-7002,Commercial Spaces for Rent in Ghala |REF 559YB,"Ghala, Muscat, Oman",900 OMR,,,330 sqr mtr,Office Space
https://www.mawa.om/en/rent/new-townhouse-for-rent-in-bosher-ref-824bb-1733305582-5594,New Townhouse for Rent in Bosher | REF 824BB,"Bawshar Al Muna, Muscat, Oman",750 OMR,3,4,300 sqr mtr,Townhouse
https://www.mawa.om/en/rent/2-br-furnished-apartment-in-mumtaz-plaza-ruwi-1744788341-6591,"2 BR Furnished Apartment in Mumtaz Plaza, Ruwi","Ruwi, Muscat, Oman",350 OMR,2,3,,Apartment
